product_name,product_type,sales_volume,price,sale_time,date,platform,brand,reviews,rating
Enhanced mobile Graphic Interface,Thực phẩm chức năng,273,293.56,Tháng 6,2022-09-14,Shopee,Pampers,156,4.4
Proactive composite website,Sản phẩm chống gàu,3207,316.59,Tháng 4,2022-11-18,Shopee,Eucerin,316,2.7
Cross-group maximized parallelism,Sản phẩm du lịch,1761,327.39,Tháng 3,2021-11-27,Shopee,P&G,442,4.8
Fully-configurable mission-critical function,Sản phẩm chăm sóc da mặt,635,297.77,Tháng 3,2024-09-29,Lazada,Urban Decay,521,3.5
Stand-alone bottom-line extranet,Mặt nạ ngủ,4650,243.93,Tháng 11,2022-07-11,Shopee,Huggies,446,3.5
Assimilated heuristic hierarchy,Kem dưỡng,2129,207.35,Tháng 8,2022-11-22,Lazada,SNAILWHITE,382,3.7
Organic responsive pricing structure,Serum vitamin C,974,54.19,Tháng 10,2022-07-18,Shopee,Eucerin,958,1.5
Diverse 24/7 complexity,Nước hoa,1720,147.44,Tháng 2,2024-03-13,Shopee,Dove Men+Care,369,2.9
Ergonomic local portal,Sản phẩm bảo vệ môi trường,430,329.45,Tháng 5,2023-12-26,Shopee,Adidas,832,3.9
Cross-platform tangible knowledge user,Sản phẩm làm trắng,1864,395.49,Tháng 1,2023-07-21,Shopee,Revlon,780,4.1
Organic methodical application,Đồ chơi giáo dục,2625,94.82,Tháng 11,2024-10-13,Shopee,Freeman,769,3.1
User-friendly reciprocal pricing structure,Mỹ phẩm hữu cơ,1578,356.34,Tháng 1,2021-12-29,Shopee,Make Up For Ever,390,3.9
Customer-focused actuating collaboration,Kem mắt,835,214.25,Tháng 9,2023-01-19,Shopee,Olay Regenerist,197,3.7
Object-based 3rdgeneration encryption,Điện tử,1508,139.01,Tháng 4,2022-07-21,Shopee,Dior,480,2.8
Intuitive upward-trending adapter,Bộ sản phẩm chăm sóc da,1610,126.08,Tháng 8,2023-10-04,Lazada,Dove Men+Care,12,1.1
Diverse secondary methodology,Thiết bị gia đình,4650,230.65,Tháng 11,2022-02-05,Shopee,Sunsilk,429,4.5
Secured non-volatile customer loyalty,Sản phẩm chăm sóc thú cưng,2140,481.08,Tháng 3,2022-03-28,Shopee,Himalaya,773,4.3
Operative modular extranet,Kem dưỡng,567,190.78,Tháng 7,2022-12-26,Lazada,L'Oréal Professionnel,623,4.8
Configurable incremental ability,Đồ dùng trẻ em,2819,336.75,Tháng 8,2022-06-24,Shopee,Bobbi Brown,595,4.0
Synchronized responsive analyzer,Đồ dùng trẻ em,4210,360.47,Tháng 2,2024-01-22,Lazada,Simple,957,3.8
Streamlined methodical function,Thiết bị chiếu sáng,4127,169.71,Tháng 8,2022-07-22,Shopee,L'Oréal Professionnel,263,1.5
Phased multi-tasking portal,Đồ gia dụng,2080,279.2,Tháng 12,2024-09-15,Lazada,Muji,865,4.6
Mandatory systematic projection,Bột ăn dặm,4893,404.21,Tháng 11,2022-12-06,Shopee,Urban Decay,250,1.6
Diverse leadingedge open architecture,Gel lô hội,4402,386.09,Tháng 6,2023-07-09,Shopee,Revlon,361,1.7
Synergistic real-time circuit,Phụ kiện thời trang,89,489.65,Tháng 9,2022-06-26,Shopee,NARS,86,1.1
Ergonomic uniform open architecture,Đồ dùng học tập,2635,291.08,Tháng 5,2023-12-31,Lazada,Aveda,142,3.0
De-engineered neutral forecast,Bột ăn dặm,911,191.17,Tháng 11,2022-09-20,Shopee,Farsali,806,2.9
Reduced system-worthy analyzer,Thực phẩm chức năng,2207,10.75,Tháng 6,2023-02-18,Shopee,Vichy,1000,1.9
Quality-focused impactful focus group,Nước cân bằng,3332,213.25,Tháng 7,2023-11-20,Lazada,Yves Saint Laurent,480,3.7
Fully-configurable local framework,Mỹ phẩm tự nhiên,3310,51.68,Tháng 7,2024-05-22,Shopee,Neutrogena,5,2.1
Decentralized discrete matrices,Sản phẩm bảo vệ môi trường,1423,397.7,Tháng 11,2021-11-16,Lazada,Adidas,563,5.0
Organic foreground superstructure,Sách,9,318.27,Tháng 5,2023-12-19,Shopee,Dove Purely Pampering,372,4.3
Quality-focused solution-oriented budgetary management,Mỹ phẩm Hàn Quốc,4972,11.57,Tháng 4,2021-12-01,Shopee,Revlon,796,3.2
Configurable object-oriented challenge,Đồ dùng trẻ em,968,319.71,Tháng 6,2022-06-03,Shopee,Dove Purely Pampering,14,1.7
Programmable high-level paradigm,Thiết bị gia đình,587,444.99,Tháng 6,2022-02-03,Lazada,Fanta,394,1.5
Object-based empowering interface,Mỹ phẩm châu Âu,4953,284.65,Tháng 12,2022-04-03,Lazada,Clinique for Men,664,4.2
Cross-platform background utilization,Sản phẩm bảo vệ môi trường,916,300.34,Tháng 6,2021-12-25,Lazada,Kose,464,4.8
Organized attitude-oriented encoding,Sản phẩm hỗ trợ sinh lý,4330,405.68,Tháng 1,2023-11-19,Lazada,Dior,705,4.8
Organized foreground productivity,Sản phẩm làm sạch,4360,488.96,Tháng 4,2023-10-16,Lazada,Dr. Jart+,608,1.5
Programmable non-volatile policy,Nước hoa nữ,2040,452.61,Tháng 11,2022-09-22,Lazada,L'Oreal Paris,254,1.1
Diverse explicit knowledge user,Dầu tẩy trang,3111,489.57,Tháng 3,2024-10-01,Lazada,Dove Men+Care,143,2.6
Mandatory holistic ability,Sản phẩm trị mụn,383,239.16,Tháng 7,2024-05-01,Lazada,TIGI,197,2.7
Function-based zero tolerance application,Sản phẩm chống gàu,4973,288.31,Tháng 6,2023-01-31,Shopee,Axe,893,4.2
Multi-tiered asynchronous projection,Dầu xả,3616,198.68,Tháng 9,2023-07-22,Shopee,Burt's Bees,480,4.0
Ameliorated encompassing help-desk,Đồ gia dụng,354,498.55,Tháng 9,2022-04-08,Lazada,Lancôme,214,1.4
Triple-buffered stable help-desk,Dầu tẩy trang,810,354.19,Tháng 11,2024-04-14,Shopee,Dell,446,3.8
Business-focused stable functionalities,Sách,1385,361.75,Tháng 2,2022-01-06,Lazada,Chanel,483,4.0
Organic zero administration emulation,Thiết bị âm thanh,4628,365.99,Tháng 2,2024-01-28,Lazada,Huda Beauty,792,1.3
Assimilated fresh-thinking matrix,Sản phẩm làm mềm da,2748,449.84,Tháng 10,2023-02-27,Lazada,Nike,556,4.7
Balanced methodical analyzer,Thời trang,3869,385.8,Tháng 9,2023-07-15,Lazada,Neutrogena,696,3.9
Multi-lateral dynamic toolset,Sản phẩm chăm sóc thú cưng,4625,358.69,Tháng 12,2023-11-07,Lazada,Yves Rocher,36,4.3
Enhanced impactful focus group,Mỹ phẩm Hàn Quốc,4933,116.23,Tháng 11,2022-11-19,Shopee,Fenty Beauty,169,1.6
Ameliorated local methodology,Bộ sản phẩm chăm sóc da,596,204.83,Tháng 4,2022-07-02,Lazada,Fanta,634,3.1
Stand-alone motivating software,Bút kẻ mắt,225,374.12,Tháng 12,2023-12-20,Shopee,L'Occitane,353,2.1
Extended high-level policy,Serum vitamin C,2954,246.02,Tháng 1,2023-11-07,Shopee,NARS,729,2.0
Compatible non-volatile system engine,Sản phẩm làm săn chắc,379,460.43,Tháng 5,2024-03-22,Lazada,Freeman,605,1.9
Robust clear-thinking budgetary management,Giày dép,2757,216.06,Tháng 5,2022-12-11,Shopee,Kraft,183,2.1
Phased zero-defect software,Điện tử,1228,380.24,Tháng 12,2022-08-20,Shopee,Mason Jar,853,2.7
Cross-platform discrete portal,Sản phẩm tập thể dục,1985,469.56,Tháng 11,2022-09-08,Lazada,Lancôme,309,1.6
Progressive scalable structure,Đồ dùng trẻ em,2475,127.12,Tháng 7,2021-12-22,Lazada,Eucerin,275,1.5
Decentralized contextually-based artificial intelligence,Thiết bị âm thanh,1342,100.07,Tháng 10,2024-05-21,Shopee,L'Oréal,505,2.2
Polarized static parallelism,Bánh ngọt,4416,262.96,Tháng 12,2023-06-04,Lazada,Dove Body Wash,626,2.7
Inverse multi-tasking standardization,Sản phẩm bảo vệ môi trường,55,446.62,Tháng 8,2022-01-27,Shopee,Physiogel,13,4.6
Front-line real-time throughput,Thực phẩm chức năng,157,415.08,Tháng 1,2022-04-21,Shopee,Olay,628,4.5
Synergized cohesive knowledge user,Đồ trang trí,1895,334.09,Tháng 6,2022-09-05,Lazada,The Inkey List,747,4.3
Re-engineered exuding throughput,Nước hoa,4325,82.92,Tháng 4,2022-08-15,Lazada,Huda Beauty,663,3.0
Sharable well-modulated process improvement,Mỹ phẩm Hàn Quốc,1898,114.96,Tháng 11,2024-10-25,Shopee,Jojoba Oil,5,2.1
Fundamental bifurcated portal,Sản phẩm làm trắng,4688,126.34,Tháng 3,2023-11-14,Shopee,SK-II,879,4.3
Synchronized mobile interface,Gel lô hội,4846,377.85,Tháng 12,2023-05-20,Shopee,P&G,10,3.3
Total directional hierarchy,Điện tử,663,362.76,Tháng 4,2024-10-28,Shopee,Avène,744,4.7
Virtual scalable Graphic Interface,Đồ uống,3704,115.66,Tháng 11,2022-12-23,Shopee,The Body Shop Tea Tree,827,2.0
Triple-buffered encompassing functionalities,Gel lô hội,1407,180.21,Tháng 3,2023-03-20,Shopee,Zalora,836,3.2
Business-focused secondary parallelism,Sản phẩm chăm sóc sức khỏe,4056,319.24,Tháng 1,2023-03-18,Lazada,Kose,151,3.1
Triple-buffered clear-thinking hardware,Sản phẩm chống gàu,92,285.14,Tháng 7,2024-05-30,Shopee,Yves Rocher,230,2.0
Function-based empowering monitoring,Son môi,18,293.29,Tháng 2,2023-12-22,Shopee,Pond's,177,3.4
Profound leadingedge access,Máy sấy tóc,3281,112.53,Tháng 10,2023-06-11,Lazada,Wella,673,1.4
Quality-focused object-oriented structure,Đồ trang trí,2287,18.59,Tháng 2,2023-02-04,Shopee,Huda Beauty,964,1.6
Visionary background neural-net,Túi xách,3101,181.84,Tháng 2,2023-07-27,Lazada,Neutrogena,912,3.6
Distributed systematic parallelism,Sản phẩm chăm sóc da mặt,1796,240.46,Tháng 6,2024-09-19,Shopee,Simple,588,1.4
Optional dynamic paradigm,Serum vitamin C,4388,466.78,Tháng 5,2023-07-02,Shopee,Physiogel,553,1.4
Balanced zero administration implementation,Sản phẩm làm săn chắc,61,29.21,Tháng 6,2024-08-15,Lazada,Sally Hansen,439,3.9
Customer-focused dedicated standardization,Nước hoa nữ,2238,413.87,Tháng 2,2022-10-09,Shopee,Simple,682,1.9
Polarized modular Internet solution,Đồ gỗ,4011,210.6,Tháng 1,2022-10-07,Lazada,Garnier Fructis,606,1.1
Future-proofed modular functionalities,Đồ bơi,25,88.6,Tháng 11,2024-10-10,Lazada,Garnier,410,4.2
Secured hybrid success,Nước tẩy trang,2761,305.87,Tháng 7,2022-04-23,Lazada,Maybelline,420,2.0
Networked interactive protocol,Đồ handmade,2305,14.92,Tháng 9,2024-02-26,Lazada,Paula's Choice,542,2.1
Cloned static neural-net,Sản phẩm chăm sóc sức khỏe,635,86.47,Tháng 8,2021-12-14,Shopee,Biore,680,4.2
Virtual zero tolerance frame,Sản phẩm làm sạch,1617,76.99,Tháng 8,2022-12-15,Shopee,Aveda,304,1.2
De-engineered intangible collaboration,Đồ trang trí,3055,477.69,Tháng 5,2022-06-19,Shopee,Zara,834,4.3
Enterprise-wide 24hour adapter,Gel lô hội,497,28.04,Tháng 9,2023-06-27,Lazada,Muji,414,1.2
Optional full-range capability,Đồ ăn nhanh,3061,15.73,Tháng 11,2021-12-02,Shopee,Revlon,205,1.3
Quality-focused attitude-oriented installation,Bảng phấn mắt,2523,11.56,Tháng 11,2023-04-27,Lazada,Hada Labo,1000,1.1
Fundamental client-driven open system,Máy ảnh,1491,270.94,Tháng 4,2023-09-12,Lazada,Fanta,603,4.0
Configurable systemic budgetary management,Bút kẻ mắt,3025,420.3,Tháng 4,2022-01-01,Lazada,Make Up For Ever,928,4.5
Inverse even-keeled ability,Thực phẩm chức năng giảm cân,3213,427.45,Tháng 3,2023-02-09,Shopee,Hada Labo,153,2.2
Ameliorated local customer loyalty,Sản phẩm giảm cân,512,34.65,Tháng 10,2022-03-24,Lazada,Innisfree,154,1.5
Decentralized multi-tasking Graphical User Interface,Đồ uống,2102,447.47,Tháng 9,2023-12-22,Shopee,Yves Rocher,936,4.4
Stand-alone local functionalities,Sản phẩm giảm cân,172,407.67,Tháng 7,2024-05-30,Shopee,Urban Decay,882,4.8
Total asymmetric system engine,Gel lô hội,631,345.25,Tháng 2,2023-05-03,Lazada,Sally Hansen,577,2.2
Innovative static alliance,Gia dụng,668,130.05,Tháng 8,2022-05-05,Lazada,Revlon,234,1.7
Enhanced mobile toolset,Nước hoa,3000,349.69,Tháng 10,2024-09-20,Lazada,Sally Hansen,605,3.8
Enterprise-wide clear-thinking intranet,Phụ kiện thời trang,3291,359.26,Tháng 3,2023-04-02,Lazada,Neutrogena,838,1.6
Object-based asymmetric instruction set,Phụ kiện thời trang,458,39.08,Tháng 1,2022-12-04,Lazada,P&G,957,2.8
Reverse-engineered fresh-thinking software,Kem chống nắng vật lý,1527,411.64,Tháng 7,2024-07-02,Shopee,Garnier,68,1.2
Team-oriented methodical customer loyalty,Gia dụng,2327,261.69,Tháng 7,2022-02-25,Lazada,Essie,891,3.6
Intuitive needs-based knowledgebase,Túi xách,3718,138.27,Tháng 5,2024-07-11,Shopee,Avène,650,1.4
Distributed real-time interface,Mỹ phẩm,3424,347.46,Tháng 10,2024-03-07,Lazada,Kiehl's,316,4.9
Re-engineered heuristic knowledgebase,Đồ uống,170,18.06,Tháng 12,2023-02-07,Shopee,Cosrx,730,3.2
Implemented hybrid intranet,Mặt nạ dưỡng da,3915,301.24,Tháng 7,2023-08-12,Lazada,Burt's Bees,152,3.2
Operative homogeneous complexity,Gel tắm,2814,97.77,Tháng 7,2023-11-04,Shopee,Dove Men+Care,709,1.6
Self-enabling systemic open architecture,Kem chống nắng hóa học,1431,420.11,Tháng 3,2023-05-12,Shopee,Fenty Beauty,592,4.6
Synergized radical utilization,Thực phẩm sạch,693,11.45,Tháng 6,2021-12-31,Shopee,Fenty Beauty,32,1.7
Re-engineered web-enabled customer loyalty,Nước hoa nam,2491,356.48,Tháng 1,2024-04-29,Lazada,Bobbi Brown,929,1.5
Devolved systemic hub,Sản phẩm tập thể dục,1350,179.56,Tháng 7,2022-09-25,Lazada,Bobbi Brown,246,2.4
Cross-platform value-added throughput,Thực phẩm chức năng,3459,17.33,Tháng 4,2023-10-31,Lazada,Olay Regenerist,727,1.1
Quality-focused scalable encryption,Sản phẩm chăm sóc sức khỏe,3903,450.42,Tháng 5,2024-08-09,Lazada,Almay,10,4.8
Public-key needs-based secured line,Mỹ phẩm trang điểm,286,119.73,Tháng 6,2022-06-28,Shopee,Yves Rocher,715,3.3
Re-engineered clear-thinking emulation,Nước hoa nam,2371,350.47,Tháng 5,2022-07-21,Shopee,Olay,952,4.1
Grass-roots reciprocal secured line,Thời trang,1763,217.91,Tháng 10,2022-11-08,Shopee,TRESemmé,622,3.9
Persevering content-based system engine,Thời trang,40,252.8,Tháng 9,2023-06-22,Lazada,CeraVe,343,3.7
Mandatory optimal time-frame,Sản phẩm chống lão hóa,546,52.07,Tháng 5,2024-08-09,Lazada,Althea,999,3.5
Face-to-face exuding Graphical User Interface,Mỹ phẩm tự nhiên,42,39.16,Tháng 5,2023-12-07,Lazada,Yves Rocher,501,2.0
Self-enabling transitional encoding,Bánh kẹo,4453,228.86,Tháng 3,2022-08-18,Shopee,LG,214,1.9
Self-enabling modular productivity,Máy ảnh,4396,350.26,Tháng 7,2024-06-22,Lazada,Neutrogena,334,2.2
Triple-buffered discrete implementation,Thiết bị gia đình,1896,236.11,Tháng 3,2024-10-26,Lazada,Avène,869,4.7
Multi-channeled upward-trending moderator,Đồ gỗ,3858,144.25,Tháng 8,2023-08-19,Shopee,Bioré,782,3.2
Multi-channeled object-oriented system engine,Nước hoa nữ,929,326.03,Tháng 8,2024-03-17,Shopee,Smashbox,740,1.7
Managed demand-driven product,Mỹ phẩm Nhật Bản,757,369.2,Tháng 12,2024-01-20,Shopee,Sally Hansen,3,2.7
Adaptive mission-critical migration,Mì ăn liền,1144,208.56,Tháng 9,2024-03-22,Shopee,Althea,938,2.1
Managed radical policy,Kem dưỡng,3983,324.33,Tháng 3,2022-08-18,Shopee,Farsali,343,1.4
Implemented exuding website,Sản phẩm dưỡng ẩm,83,159.43,Tháng 4,2023-06-23,Shopee,Wella,479,3.0
Persevering intangible access,Nước cân bằng,2559,201.12,Tháng 2,2022-02-05,Shopee,Dr. Jart+,3,4.9
Vision-oriented bi-directional adapter,Gel lô hội,986,383.96,Tháng 1,2022-03-01,Shopee,Freeman,781,4.3
Right-sized intangible productivity,Serum vitamin C,1692,147.79,Tháng 5,2023-02-12,Shopee,Neutrogena,101,4.2
Centralized client-server framework,Phụ kiện thời trang,1329,129.35,Tháng 1,2023-06-30,Shopee,Biore,944,3.0
Cloned foreground time-frame,Sản phẩm làm mềm da,2964,393.26,Tháng 10,2022-12-16,Shopee,Clinique,275,1.6
Cross-platform logistical conglomeration,Giày dép,933,36.25,Tháng 11,2023-10-30,Shopee,Yves Saint Laurent,853,4.6
Assimilated demand-driven concept,Mặt nạ dưỡng da,3898,258.08,Tháng 2,2022-07-11,Shopee,Olay Regenerist,575,2.6
Assimilated eco-centric function,Sản phẩm chăm sóc sức khỏe,2316,418.89,Tháng 9,2023-08-21,Shopee,Too Faced,740,3.8
Phased zero-defect Graphic Interface,Sản phẩm chống gàu,1312,194.73,Tháng 10,2024-08-01,Lazada,Missha,661,2.2
Distributed value-added archive,Sản phẩm làm sạch sâu,264,48.07,Tháng 5,2021-12-25,Lazada,Etude House,229,3.8
Synchronized neutral matrices,Đồ ăn nhanh,1847,171.47,Tháng 7,2022-07-26,Shopee,Coty,418,2.3
Organic optimizing complexity,Nước hoa nữ,3050,221.72,Tháng 1,2023-03-26,Shopee,Wella,959,2.6
Universal multimedia methodology,Bảng phấn mắt,1580,137.92,Tháng 2,2023-04-11,Lazada,Vichy,197,1.5
Automated fault-tolerant application,Sản phẩm chăm sóc sức khỏe,4179,270.75,Tháng 7,2024-07-24,Shopee,Burt's Bees,66,1.6
Realigned clear-thinking application,Thiết bị điện tử,1761,325.99,Tháng 9,2023-06-23,Shopee,LANEIGE,32,1.3
Focused neutral access,Đồ chơi,4785,377.69,Tháng 2,2022-12-14,Lazada,Simple,944,4.0
Down-sized mission-critical knowledge user,Đồ gia dụng,3880,10.55,Tháng 8,2021-11-14,Shopee,Jojoba Oil,894,4.5
Grass-roots web-enabled hub,Sản phẩm làm đẹp,2140,428.37,Tháng 2,2024-06-19,Lazada,Laneige,345,1.3
Inverse homogeneous portal,Đồ gỗ,4052,494.0,Tháng 10,2023-09-22,Shopee,Freeman,188,4.9
Cross-group impactful structure,Thiết bị thể thao,327,443.08,Tháng 2,2021-11-01,Lazada,CeraVe,569,4.6
Seamless tangible alliance,Sản phẩm dưỡng móng,1535,144.03,Tháng 3,2023-10-01,Lazada,Zalora,677,1.7
Assimilated demand-driven matrix,Sản phẩm bảo vệ môi trường,3646,276.74,Tháng 11,2024-09-15,Lazada,Axe,257,2.9
Assimilated fault-tolerant definition,Sản phẩm chống nắng,3011,198.91,Tháng 5,2022-11-08,Lazada,Jojoba Oil,734,3.7
Optimized exuding utilization,Kem chống nắng vật lý,2848,167.4,Tháng 12,2022-01-13,Lazada,Wella,735,3.4
Exclusive national software,Kem dưỡng,1226,82.99,Tháng 2,2023-03-08,Shopee,Benefit Cosmetics,486,3.2
Focused responsive intranet,Nước cân bằng,1216,121.0,Tháng 3,2023-03-05,Lazada,Urban Decay,981,2.6
Total empowering task-force,Sản phẩm làm sạch,1218,364.15,Tháng 2,2023-01-22,Lazada,Fenty Beauty,174,4.5
Automated context-sensitive extranet,Sách,4143,361.57,Tháng 9,2023-07-28,Lazada,Olay,605,1.9
Intuitive asynchronous hierarchy,Máy làm đẹp,3713,61.4,Tháng 1,2022-03-17,Lazada,Lancôme,113,2.8
Robust grid-enabled approach,Thực phẩm chức năng giảm cân,2101,66.01,Tháng 7,2024-08-26,Lazada,L'Oreal Elvive,876,2.4
Seamless hybrid access,Mỹ phẩm trang điểm,3103,193.04,Tháng 9,2022-11-03,Shopee,Sunsilk,418,2.9
Public-key user-facing framework,Nước hoa nam,190,54.01,Tháng 1,2024-07-18,Lazada,P&G,710,3.2
Cross-platform 5thgeneration structure,Sản phẩm chăm sóc da mặt,2960,309.63,Tháng 10,2023-07-23,Shopee,Essie,251,2.2
Implemented 24hour matrix,Phụ kiện điện thoại,2318,485.72,Tháng 2,2022-12-09,Shopee,Avène,894,3.7
Object-based directional benchmark,Đồ chơi,286,217.04,Tháng 2,2023-11-07,Lazada,Missha,143,4.3
Up-sized dynamic collaboration,Phụ kiện điện thoại,3067,450.68,Tháng 7,2022-05-18,Lazada,Make Up For Ever,498,1.5
Ergonomic regional moderator,Sản phẩm dưỡng tóc,2901,127.52,Tháng 3,2024-06-17,Shopee,Garnier,542,2.9
Assimilated logistical interface,Mỹ phẩm Nhật Bản,3953,451.82,Tháng 3,2022-11-09,Shopee,Coca-Cola,964,3.7
Focused multi-state instruction set,Nước hoa nam,1673,127.61,Tháng 6,2024-05-02,Shopee,Dior,291,4.3
Decentralized multi-tasking capacity,Nội thất,4565,496.61,Tháng 12,2024-04-29,Lazada,Innisfree,507,1.2
Function-based 3rdgeneration open architecture,Sản phẩm chống lão hóa,1760,94.0,Tháng 7,2022-08-21,Lazada,Pond's,280,4.8
Right-sized bandwidth-monitored definition,Sữa tắm,4474,365.35,Tháng 9,2023-04-23,Shopee,Clarins,299,1.9
Streamlined real-time database,Thiết bị âm thanh,4260,186.93,Tháng 7,2024-03-27,Shopee,Maybelline,438,3.0
Monitored transitional database,Bánh kẹo,3171,126.49,Tháng 1,2022-10-09,Shopee,L'Oréal Professionnel,909,4.6
Networked next generation artificial intelligence,Gel tắm,273,266.08,Tháng 6,2024-05-10,Lazada,Garnier Fructis,170,3.4
Devolved tertiary synergy,Bảng phấn mắt,135,151.29,Tháng 6,2023-09-20,Lazada,Dove Body Wash,985,4.9
Mandatory neutral paradigm,Sản phẩm giảm thâm,791,447.66,Tháng 10,2024-08-07,Shopee,Shu Uemura,274,4.0
Progressive interactive process improvement,Sản phẩm chống gàu,1536,356.45,Tháng 6,2024-03-18,Lazada,Sunsilk,52,2.4
Compatible intangible success,Sản phẩm chống nắng,116,77.7,Tháng 7,2023-06-02,Lazada,Paula's Choice,198,4.1
Right-sized impactful time-frame,Gel tắm,1125,298.43,Tháng 5,2022-08-23,Shopee,Huggies,397,3.0
Reduced next generation focus group,Mỹ phẩm Hàn Quốc,1862,152.65,Tháng 6,2024-04-26,Shopee,Pampers,844,4.5
Universal hybrid initiative,Máy làm đẹp,4568,235.48,Tháng 4,2023-07-30,Shopee,L'Oréal Professionnel,903,1.8
Distributed multi-state help-desk,Đồ chơi giáo dục,4730,323.69,Tháng 2,2023-10-06,Lazada,Samsung,271,4.3
Organic intermediate application,Sản phẩm chăm sóc da mặt,820,416.12,Tháng 1,2024-03-10,Lazada,Burt's Bees,207,1.7
User-centric stable focus group,Thực phẩm sạch,2455,199.3,Tháng 2,2022-01-15,Lazada,Anastasia Beverly Hills,796,2.4
Networked empowering portal,Dầu gội,2172,189.0,Tháng 1,2022-05-29,Shopee,The Body Shop,948,3.9
Down-sized incremental contingency,Bánh kẹo,3409,224.99,Tháng 12,2024-08-19,Lazada,Shu Uemura,203,2.0
Fully-configurable high-level circuit,Sản phẩm làm mềm da,4651,395.93,Tháng 4,2023-05-10,Shopee,Samsung,365,1.7
Grass-roots 4thgeneration structure,Sản phẩm chăm sóc da mặt,4643,314.6,Tháng 12,2024-08-16,Lazada,L'Oréal Professionnel,496,3.9
Future-proofed local knowledgebase,Sản phẩm du lịch,3212,324.03,Tháng 5,2022-04-11,Shopee,Neutrogena,601,3.4
Grass-roots fresh-thinking service-desk,Dầu tẩy trang,3851,228.02,Tháng 12,2022-09-03,Shopee,LANEIGE,279,4.4
Innovative client-driven intranet,Nước hoa,4543,160.31,Tháng 7,2023-12-23,Shopee,Cosrx,596,4.0
Decentralized client-server system engine,Sản phẩm chống nắng,1611,217.14,Tháng 8,2023-08-04,Lazada,Burt's Bees,881,1.5
Object-based fresh-thinking analyzer,Điện tử,4003,450.1,Tháng 8,2023-05-05,Shopee,Drunk Elephant,337,1.7
Up-sized global flexibility,Điện thoại thông minh,3596,326.19,Tháng 6,2024-10-25,Shopee,Clinique,919,2.6
Streamlined global customer loyalty,Thực phẩm,1229,251.42,Tháng 1,2022-06-19,Lazada,Neutrogena,815,4.2
Adaptive holistic emulation,Kem chống nắng hóa học,4283,368.15,Tháng 1,2023-10-24,Shopee,Etude House,327,3.5
De-engineered radical definition,Bột ăn dặm,4518,268.77,Tháng 6,2023-08-11,Shopee,Zalora,583,4.0
Synergistic intermediate model,Thiết bị thể thao,2016,408.02,Tháng 3,2024-05-07,Shopee,Sally Hansen,137,4.2
Balanced static utilization,Máy làm đẹp,1413,211.79,Tháng 5,2022-11-27,Shopee,Garnier Fructis,518,3.7
Quality-focused eco-centric parallelism,Đồ chơi giáo dục,1537,280.16,Tháng 3,2022-05-08,Lazada,NARS,550,2.7
Self-enabling encompassing ability,Thiết bị gia đình,2933,183.32,Tháng 11,2022-02-08,Lazada,TIGI,579,2.3
Implemented hybrid Graphic Interface,Sản phẩm chăm sóc thú cưng,4771,426.66,Tháng 1,2022-06-18,Shopee,Pond's,765,1.2
Open-source explicit capability,Mì ăn liền,1111,191.41,Tháng 8,2022-08-15,Shopee,Physiogel,376,2.0
Total tangible frame,Nước hoa,919,19.63,Tháng 2,2024-10-05,Shopee,Nike,686,1.0
Implemented upward-trending infrastructure,Nước tẩy trang,4525,216.05,Tháng 10,2023-11-12,Shopee,Benton,368,2.2
Configurable zero-defect customer loyalty,Serum vitamin C,4802,325.51,Tháng 4,2022-05-25,Shopee,Nivea Men,24,1.4
Triple-buffered logistical utilization,Phụ kiện điện thoại,3316,265.25,Tháng 6,2023-01-22,Shopee,Lancôme,533,2.5
Persistent context-sensitive projection,Dầu tẩy trang,2474,362.2,Tháng 1,2023-05-23,Lazada,Sally Hansen,412,3.5
Total zero tolerance hardware,Sản phẩm chăm sóc sức khỏe,1245,185.59,Tháng 8,2022-02-21,Shopee,H&M,342,5.0
Function-based bandwidth-monitored success,Mỹ phẩm hữu cơ,1380,277.48,Tháng 7,2024-08-05,Lazada,Coca-Cola,905,2.8
Pre-emptive discrete data-warehouse,Đồ gia dụng,2277,67.02,Tháng 8,2022-09-23,Shopee,Yves Rocher,870,3.3
Synergized neutral knowledgebase,Nước hoa hồng,1463,184.51,Tháng 8,2022-02-01,Lazada,The Inkey List,286,2.8
Organic intangible service-desk,Dầu xả,1726,172.19,Tháng 7,2021-11-16,Shopee,Physiogel,799,3.0
Ameliorated web-enabled archive,Nội thất,4004,261.89,Tháng 8,2022-07-08,Lazada,Mason Jar,908,1.3
Synchronized 3rdgeneration capability,Thiết bị điện tử,111,301.61,Tháng 8,2023-12-26,Shopee,Biore,470,3.5
Horizontal 24hour circuit,Mỹ phẩm hữu cơ,3797,99.16,Tháng 12,2022-06-22,Lazada,Kraft,68,3.1
Visionary executive parallelism,Nước hoa nữ,659,354.28,Tháng 7,2023-05-21,Shopee,Burt's Bees,850,1.6
Assimilated bandwidth-monitored neural-net,Đồ chơi giáo dục,146,298.09,Tháng 9,2022-02-19,Lazada,Revlon Colorstay,334,4.0
Implemented user-facing projection,Nước hoa nam,3556,90.88,Tháng 9,2024-02-03,Lazada,Farsali,354,4.2
Customizable directional Internet solution,Sản phẩm làm sạch,2650,361.03,Tháng 1,2024-09-04,Lazada,Jojoba Oil,317,2.9
Multi-lateral client-driven protocol,Túi xách,4850,497.44,Tháng 5,2024-06-04,Shopee,The Inkey List,919,3.9
